Depth,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic
2.8,0.0541,0.0015,0.0004,53.64309798424417,65.30464102429725,66.14198795590914,38.354050816631904,48.425370771264085,45.01152595588507,145.95139851440862,4.631919884709261
2.81,0.0772,0.0017,0.0006,55.392274942164896,67.43407384263553,75.79287503269029,43.9604095435603,48.48661521191706,47.9184025572845,148.87068344036274,4.1109137935192726
2.82,0.085,0.0017,0.0009,56.194405015905105,68.41058001936274,78.67184289039028,45.07362297412412,48.152364008823255,48.635194933478566,149.1107105184523,4.003047456634793
2.83,0.0965,0.0018,0.0009,57.50902279858507,70.01098427653835,82.60219151144192,46.775702095257806,48.72266079203863,49.816590785070176,150.49866633273618,3.8847315464196597
2.84,0.112,0.0021,0.0013,59.45713923284741,72.38260428346642,87.4805985949469,49.232027601787905,50.941943642382626,51.60263970218331,153.8516000051699,3.775148868068581
2.85,0.1274,0.0024,0.0015,61.292646891416375,74.61713534607212,91.92644216060481,51.36438415616662,52.99011851243943,53.206736870645024,156.8343615009483,3.6894953292433725
2.86,0.166,0.0035,0.0017,65.74954592858508,80.04292547827748,101.73245636622349,56.515555074633255,59.669701783500514,57.08746949904232,165.1878145307699,3.5517928614854726
2.87,0.1931,0.0046,0.0021,68.79565592104692,83.75123329518756,107.82336917581623,60.09479068820196,65.41851539346861,59.74073173417943,171.50515653505013,3.4941803730743217
2.88,0.2317,0.0046,0.0023,71.40332179299993,86.92578305234774,115.63033787834104,61.880861670309905,64.70386350455865,61.3885228679116,171.88778912236236,3.362055119560508
2.89,0.3282,0.0046,0.0023,76.62455590087762,93.28206805324233,132.1026336926034,65.26667877122763,63.51737302487048,64.60710460339199,172.48242648616747,3.1231805609205474
2.9,0.3784,0.0045,0.0023,78.76842937142048,95.8920009739032,139.52411389604734,66.52862266296276,62.6705545764343,65.88796093761756,172.32207440967886,3.025436440959934
2.91,0.4248,0.0046,0.0022,80.73145270228363,98.28176850712791,145.8693567324327,67.9073539293107,62.892951995108795,67.18116691729314,173.11383008518806,2.955122351716993
