File Name,File Key,d,End Depth,Depth,Measured Vs,Subset_Region,Subset_Geology,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),A07H,A07P,A07T,R09,H06,MC15,MC18
SCPT,57348,3,3.5,3.25,110,2,1,6.33576372,0.0412271,149.4367261,181.9229709,413.8683846,170.632738,164.1148407,122.5035669,241.2824134,1.774998879,-0.306392701,-0.503102995,-1.325067646,-0.43903315,-0.400086065,-0.107659781,-0.785487721
SCPT,57348,3.5,4,3.75,142,2,1,6.245645109,0.042726172,153.3612292,186.7006269,417.5801638,175.0039077,170.320032,127.6136038,251.3575629,1.801628993,-0.076969056,-0.273679351,-1.078649477,-0.208981246,-0.181852151,0.10682008,-0.571049421
SCPT,57348,4,4.5,4.25,131,2,1,7.664328956,0.056883898,166.3892569,202.5608344,457.2019914,189.2994335,191.4525719,139.3747194,269.7201619,1.772399463,-0.239132641,-0.435842935,-1.249927964,-0.368132742,-0.379442788,-0.061968806,-0.722187661
SCPT,57348,4.5,5,4.75,135.5,2,1,7.170484189,0.051510821,166.8180846,203.0828856,450.740274,186.924908,185.2159221,141.2260538,273.75284,1.80155192,-0.207932265,-0.404642559,-1.201919644,-0.321735334,-0.312550651,-0.041390185,-0.703254015
SCPT,57348,5,5.5,5.25,129,2,1,8.453523237,0.060650854,176.8210816,215.2604472,484.7772264,196.7788159,197.111937,150.7353315,287.1691643,1.763997395,-0.315325979,-0.512036273,-1.323877054,-0.422267932,-0.423959371,-0.155713123,-0.80025906
SCPT,57348,5.5,6,5.75,127.5,2,1,8.860670714,0.066860302,183.2149236,223.0442549,498.0720688,202.8023433,206.4069311,156.9211056,297.7233506,1.774809181,-0.362543545,-0.55925384,-1.362628418,-0.464115462,-0.481733249,-0.207626802,-0.848048337
SCPT,57348,6,6.5,6.25,149.5,2,1,10.77445344,0.084274881,195.8994648,238.486305,541.1150615,216.922357,226.9663619,168.401028,313.8286433,1.73521927,-0.2703052,-0.467015494,-1.286335546,-0.372243095,-0.417505428,-0.119051813,-0.741550722
SCPT,57348,6.5,7,6.75,143.5,2,1,10.77947437,0.092196599,201.7277392,245.5815955,545.3699731,222.4900334,239.0980889,173.3496669,323.7723098,1.772818095,-0.340583927,-0.537294221,-1.335129379,-0.438547272,-0.510538846,-0.188975715,-0.813705486
SCPT,57348,7,7.5,7.25,161.5,2,1,9.211221872,0.07784097,197.0819601,239.9258645,517.2572548,213.6504895,223.594179,170.4641857,322.1401252,1.831857719,-0.199114541,-0.395824835,-1.1640352,-0.279836311,-0.325327565,-0.054020077,-0.69048148
SCPT,57348,7.5,8,7.75,167.5,2,1,11.65938051,0.095444464,210.0468783,255.7092432,569.8143861,228.1669644,241.5453273,182.7205629,337.0180281,1.757488676,-0.226347385,-0.423057679,-1.224327318,-0.30909431,-0.366073795,-0.086974656,-0.699153074
SCPT,57348,8,8.5,8.25,216.5,2,1,14.50211211,0.120989716,224.2497218,272.9996614,623.0979581,245.0710931,266.8195697,195.67769,353.6913152,1.703677517,-0.035169713,-0.231880007,-1.057113195,-0.123957797,-0.208982114,0.101121681,-0.490833994
SCPT,57348,8.5,9,8.75,207.5,2,1,14.65262626,0.124300995,228.2595144,277.881148,629.2168546,247.9512806,270.8028359,199.6525124,360.2936913,1.715568955,-0.095351863,-0.292062157,-1.109344619,-0.178100938,-0.266259674,0.038552922,-0.551788168
