Start Depth,End Depth,Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,3.0,1.5,151.3,0.48660917345603594,0.0018349719246320711,67.33103959123056,81.96822211106334,139.783226049241,50.65645582919455,39.391071629635,48.818822581590126,121.08991604030058,2.5992975689588573
3.0,3.5,3.25,210.9,6.9856707428628555,0.02758737163227999,143.04909837581388,174.1467284575126,429.55571449568095,136.16821077329243,115.42146569745303,120.21560204027372,229.25969648338412,1.6220346071066987
3.5,4.0,3.75,198.7,11.76422814615241,0.06700128412300906,169.20559372596895,205.98941844900574,531.6965248845894,175.3066258027676,172.60943447363553,145.16894096092267,267.83933511877484,1.5258342538132121
4.0,4.5,4.25,173.5,12.322433134107149,0.06644543697913685,171.83744451273674,209.19341071115767,547.9750575546145,184.39165901142016,179.2261763518339,151.22475376560308,276.27455056319235,1.4952549025616102
4.5,5.0,4.75,198.1,11.379376866458824,0.04958268432317345,167.11877032857706,203.44893779131104,537.4667666982623,179.22590883791207,161.55266409078325,150.50435373733427,273.4039865240888,1.4785705388126036
5.0,5.5,5.25,245.6,2.8811300786762697,0.026811107496720273,136.31368077453482,165.94708963856405,321.4889090781694,143.58648413519344,143.82618324649883,120.66700084324246,256.26862092943577,2.1126843550896077
5.5,6.0,5.75,180.6,5.213891898569074,0.027081158691164973,149.80917741666707,182.37638989855114,406.4894512356621,157.09021512652768,140.9721806305952,134.9102830605571,263.7419363737962,1.7919881929992374
6.0,6.5,6.25,234.1,9.170418012660992,0.024414788705960602,160.65084484196407,195.57494154673873,508.59012712957224,165.75122342879553,128.860182063275,148.49192037417072,266.8803997110275,1.4976389424655228
6.5,7.0,6.75,240.9,8.983640794394287,0.022371609981964323,161.717523134188,196.8735064242291,508.55017992096265,165.7469379259498,126.67654395855811,150.16515742586245,269.01916512792815,1.5059253366501808
7.0,7.5,7.25,247.7,9.777557430987555,0.027085554022939613,168.8473442444178,205.55328864537807,529.0301945077164,173.4179950292139,135.98540522281579,157.5414875355514,281.00320463516226,1.5071992592837906
7.5,8.0,7.75,251.9,9.503644856062401,0.03083863531065616,173.73090663440152,211.49849503318435,526.810403495278,178.31505751051924,144.95118753603248,161.56820511863324,290.59079523274124,1.5600235218141143
8.0,8.5,8.25,232.5,10.060963795687933,0.030200359128875174,176.4154188456229,214.76659685554097,541.7702155516303,180.41993211634806,143.86306561825387,165.4708256511735,294.55083950420476,1.5346190821129404
8.5,9.0,8.75,207.4,6.902403227297159,0.02735420723790303,171.35337926034728,208.60411388216158,472.0012272587934,172.74931603667184,143.999798313357,158.01548871041308,294.32812515846086,1.7354548974229336
9.0,9.5,9.25,184.0,3.704194366177822,0.050966200904335866,168.6458507689191,205.3079922404233,375.46837210464406,181.49246407960658,206.51897092000343,154.49753827990781,322.16313602131356,2.2076086813423457
9.5,10.0,9.75,152.8,1.8521966808810213,0.0327124745512637,148.8249965974328,181.1782567273097,290.444668023158,156.8131448698332,179.70353140754494,136.75842470188792,306.6218772425621,2.57199950440831
